USER_ID,SITE_NAME,POSA_CONTINENT,USER_LOCATION_COUNTRY,USER_LOCATION_REGION
274410,37,1,69,574
274419,11,3,205,155
274429,2,3,66,174
274436,2,3,66,220
274460,2,3,104,38
274462,2,3,66,348
274471,15,1,55,13
274486,25,2,23,48
274492,34,3,66,337
274519,2,3,66,258
274523,2,3,66,174
274526,2,3,66,311
274534,2,3,66,314
274537,11,3,202,154
274544,2,3,66,174
274545,2,3,66,174
274551,2,3,66,322
274564,2,3,66,348
274572,2,3,66,331
274604,2,3,66,143
274635,15,1,55,23
274648,11,3,205,155
274654,37,1,69,1016
274659,27,2,167,44|51
274681,24,2,3,50
274692,8,4,77,824
274702,2,3,66,220
274720,2,3,66,448
274752,2,3,66,174
274753,2,3,66,318
274756,2,3,66,322
274768,34,3,205,354
274774,2,3,66,189
274821,2,3,66,174
274852,2,3,66,318
274905,34,3,205,354
274911,2,3,66,356
274926,34,3,205,354
274962,2,3,66,462
274967,2,3,66,174
274991,2,3,66,220
274995,11,3,205,354
274999,11,3,205,135
275035,2,3,66,442
275071,2,3,66,174
275078,2,3,66,189
275092,2,3,69,772
275184,2,3,66,442
275208,2,3,66,288
275214,2,3,12,790
275238,11,3,205,354
275243,26,0,215,817
275249,2,3,66,174
275250,2,3,66,220
275260,2,3,66,258
275289,2,3,66,174
275313,11,3,205,354
275328,2,3,205,155
275350,2,3,66,246
275356,2,3,66,226
275382,2,3,66,442
275386,2,3,66,442
275392,2,3,66,462
275448,2,3,66,351
275450,2,3,66,220
275464,2,3,66,467
275477,34,3,205,354
275488,2,3,82,1013
275506,2,3,66,352
275524,2,3,66,174
275526,2,3,66,258
275538,34,3,66,174
275571,2,3,66,174
275573,11,3,205,354
275587,34,3,205,354
275591,2,3,66,356
275605,34,3,205,385
275617,11,3,205,330
275631,2,3,66,462
275638,2,3,63,451
275645,2,3,66,174
275652,2,3,66,258
275653,2,3,66,348
275679,2,3,66,174
275683,2,3,29,194
275695,2,3,66,442
275713,2,3,66,293
275722,2,3,93,71
275738,2,3,66,462
275744,2,3,154,196
275770,2,3,66,174
275778,2,3,66,322
275781,11,3,205,155
275854,2,3,66,226
275860,2,3,103,45
275866,2,3,66,174
275872,34,3,205,155
275874,11,3,205,135
275875,2,3,66,174
275876,2,3,66,442
275891,2,3,218,17
275894,2,3,66,226
275902,2,3,66,174
275958,11,3,205,135
276001,11,3,205,135
276006,2,3,82,862
276023,2,3,66,471
276037,2,3,66,153
276038,26,0,215,715
276047,11,3,32,583
276076,34,3,205,354
276103,2,3,215,885|942
276108,2,3,12,790
276111,2,3,66,337
276119,2,3,66,318
276130,2,3,66,348
276140,2,3,103,45
276146,2,3,66,184
276156,2,3,69,879
276177,2,3,66,322
276193,11,3,205,155
276207,34,3,205,476
276216,26,0,215,646
276224,2,3,66|69,442|844
276238,2,3,66,220
276291,2,3,66,442
276301,2,3,66,153
276311,2,3,29|62,135|194
276322,2,3,66,174
276341,2,3,93,71
276348,2,3,66,337
276356,34,3,205,135
276358,2,3,119,0
276361,2,3,66,348
276402,2,3,66,174
276423,2,3,66,174
276466,2,3,66,337
276483,2,3,66,337
276517,2,3,66,220
276532,2,3,66,356
276565,34,3,205,155
276571,2,3,66,363
276599,2,3,1|12,363|790
276621,2,3,66,331
276625,2,3,66,351
276626,2,3,66,351
276652,2,3,66,356
276664,2,3,66,174
276729,2,3,66,331
276730,11,3,205,155
276736,2,3,66,174
276740,2,3,66,442
276747,2,3,66,184
276751,11,3,205,135
276791,2,3,52,47
276806,2,3,66,314
276821,11,3,205,155
276835,2,3,66,220
276847,2,3,66,348
276850,2,3,66,196
276887,2,3,66,174
276908,11,3,205,385
276912,2,3,66,314
276914,11,3,205,312
276918,2,3,66,442
276928,2,3,66,442
276953,2,3,66,314
276960,11,3,205,344
276993,2,3,66,184
277025,2,3,66,143
277041,2,3,66,220
277042,2,3,231,68
277060,2,3,66,258
277082,2,3,66,149
277096,11,3,205,354
277138,11,3,205,135
277141,2,3,154,970
277156,11,3,205,155
277164,34,3,205,135
277171,2,3,66,311
277188,2,3,66,174
277203,2,3,66,174
277212,11,3,205,135
277220,34,3,205,385
277227,34,3,202,269
277232,2,3,66,294
277274,2,3,1,219
277284,2,3,66,348
277309,2,3,66,348
277313,2,3,66,462
277334,11,3,205,354
277335,2,3,66,256
277339,34,3,205,354
277343,2,3,66,337
277354,2,3,66,348
277360,2,3,66,220
277406,2,3,66,322
277420,2,3,235,13
277423,34,3,205,354
277442,2,3,66,448
277465,2,3,66,442
277498,2,3,66,153
277520,2,3,66,348
277521,2,3,66,442
277530,2,3,66,462
277573,2,3,66,220
277576,34,3,205,135
277585,2,3,66,331
277588,2,3,66,322
277605,2,3,66,220
277610,2,3,66,311
277616,2,3,66,174
277643,11,3,205,354
277650,2,3,66,467
277674,2,3,66,311
277697,2,3,66,226
277703,2,3,230,395
277768,34,3,205,354
277816,2,3,66,189
277817,2,3,66,447
277821,11,3,205,354
277823,11,3,205,354
277850,34,3,205,354
277864,2,3,66,153
277876,34,3,231,82
277896,2,3,66,337
277899,2,3,66,311
277900,34,3,205,330
277937,34,3,205,312
278027,2,3,66,196
278035,11,3,205,155
278040,2,3,66,220
278042,2,3,66,348
278059,34,3,205,135
278061,2,3,66,220
278071,2,3,66,348
278086,2,3,66,363
278092,2,3,63,167
278112,2,3,66,174
278169,2,3,66,174
278172,2,3,66,363
278193,2,3,66,448
278202,2,3,218,17
278239,2,3,66,333
278273,2,3,66,174
278278,2,3,66,220
278281,11,3,205,155
278284,2,3,66,318
278313,2,3,0|66,147|346
278336,2,3,66,324
278339,2,3,3,50
278371,2,3,12,790
278377,2,3,66,356
278380,2,3,66,340
278411,2,3,66,174
278427,2,3,66,325
278429,2,3,66,174
278431,2,3,66,462
278434,2,3,46,347
278436,2,3,66,348
278439,34,3,205,354
278472,2,3,66,220
278506,2,3,66,462
278521,2,3,191,376
278530,2,3,23,48
278560,2,3,66,311
278567,37,1,69,656
278607,37,1,46,157
278613,2,3,66,462
278618,23,1,1,318
278625,8,4,77,520
278634,37,1,69,686
278644,11,3,205,385
278667,2,3,66,321
278682,2,3,66,226|331
278683,2,3,66,337
278713,2,3,66,348
278740,2,3,66,174
278743,2,3,66,462
278751,2,3,66,346
278765,2,3,66,174
278786,2,3,66,442
278801,2,3,66,220
278823,17,1,133,20
278838,2,3,66,311
278854,37,1,69,761
278859,2,3,66,256
278866,2,3,66,448
278868,2,3,181,238
278870,26,0,215,646
278919,37,1,69,1006
278921,15,1,55,12
278922,37,1,69,772
278973,2,3,66,331
278983,2,3,48,23
278996,2,3,66,174
278998,2,3,66,459
279007,2,3,66,462
279010,2,3,66,142
279034,2,3,66,226
279067,2,3,119,0
279083,2,3,80,38
279108,2,3,66,321
279142,2,3,66,174
279158,2,3,66,318
279159,11,3,205,155
279175,2,3,66,220
279192,2,3,66,356
279209,2,3,66,442
279270,2,3,24,67
279278,2,3,66,314
279298,24,2,3,50
279341,30,4,195,597
279342,2,3,66,462
279345,2,3,66,174
279349,34,3,205,354
279354,8,4,63,309
279374,17,1,133,31
279398,11,3,205,354
279418,2,3,66,311
279423,2,3,66,442
279425,2,3,66,340
279434,34,3,205,354
279450,2,3,66,174
279453,2,3,66,174
279459,2,3,66,331
279504,2,3,66,448
279514,11,3,205,155
279516,2,3,66,467
279540,2,3,66,348
279545,2,3,167,51
279564,37,1,69,574
279585,24,2,3,49
279593,2,3,66,318
279595,2,3,66,143
279605,17,1,133,20
279612,2,3,66,258
279636,2,3,66,311
279683,24,2,3,64
279684,37,1,1,395
279721,11,3,205,354
279729,2,3,66,314
279731,2,3,198,208
279738,2,3,66,351
279750,2,3,66,435
279785,2,3,66,174
279798,2,3,115,699
279809,2,3,66,363
279816,2,3,66,442
279862,2,3,66,442
279864,2,3,66,462
279888,15,1,110,10
279934,2,3,66,462
279937,17,1,215,610
279942,8,4,77,871
279954,2,3,19|66,38|153
279996,2,3,66,348
280003,2,3,66,226|448
280009,17,1,133,12
280016,2,3,66,404
280032,20,2,202,420
280041,2,3,66,442
280047,2,3,66,196
280063,34,3,205,155
280075,2,3,66,318
280084,2,3,154,196
280102,2,3,66,348
280117,2,3,66,258
280142,2,3,66,331
280161,24,2,3,51
280170,2,3,66,462
280205,2,3,66,174
280211,2,3,66,462
280229,37,1,69,612
280233,13,1,46,336
280265,37,1,69,761
280267,11,3,205,354
280269,34,3,205,354
280301,2,3,66,363
280318,2,3,66|205,174|385
280328,2,3,66,318
280329,2,3,66,220
280361,11,3,205,155
280383,2,3,66,348
280396,2,3,66,149
280407,2,3,66,189
280408,2,3,66,220
280412,2,3,66,293
280439,2,3,66,174
280451,37,1,69,566
280453,2,3,66,337
280457,2,3,66,348
280482,2,3,66,174
280492,8,4,77,344
280523,11,3,205,155
280544,2,3,66,314
280547,37,1,69,761
280548,13|17,1,63|133,20|480
280576,2,3,66,315
280584,2,3,66,174
280608,2,3,66,348
280611,2,3,66,174
280616,2,3,66,174
280637,2,3,66,184|254
280647,34,3,85,464
280660,2,3,66,321
280677,2,3,66,196
280710,2,3,66,348
280737,2,3,66,174
280776,37,1,69,664|778
280806,11,3,66,220
280829,37,1,69,904
280836,2,3,66,442
280866,33,2,194,38
280869,13,1,46,244
280870,27,2,167,47
280904,37,1,69,878
280923,2,3,66,189
280939,2,3,66,174
280973,2,3,231,68
281008,34,3,205,312
281010,11,3,205,135|155
281012,2,3,66,220
281068,2,3,66,258
281114,2,3,66,318
281118,2,3,66,442
281119,2,3,66|205,174|354
281165,2,3,66,184
281169,37,1,69,695
281183,2,3,66,220
281192,37,1,69,584
281242,2,3,66,220
281272,2,3,66,462
281274,2,3,66,198
281278,2,3,231,88
281284,2,3,29,194
281300,2,3,66,442
281301,2,3,66,311
281360,2,3,66,220
281372,2,3,68,335
281403,2,3,149,290
281406,2,3,71,0
281447,11,3,66,314
281500,2,3,66,442
281520,2,3,66,220
281521,11,3,205,135
281586,2,3,66,318
281590,2,3,66,403
281598,2,3,66,174
281636,2,3,66,346
281646,2,3,66,174
281668,2,3,12,790
281689,2,3,66,184
281705,34,3,205,354
281760,34,3,205,155
281766,2,3,66,153
281793,2,3,66,356
281799,2,3,66,348
281803,2,3,66,174
281847,2,3,66,246
281867,2,3,66,435
281910,2,3,66,467
281918,2,3,66,174
281937,2,3,66,318
281952,2,3,66,258
281962,2,3,66|71,0|220
281976,2,3,66,331
282003,2,3,66,174
282009,2,3,66,174
282020,2,3,69,761
282021,2,3,66,462
282022,2,3,215,942
282033,2,3,66,448
282044,2,3,66,337
282061,34,3,205,354
282100,2,3,66,331
282101,2,3,66,348
282119,2,3,66,258
282132,2,3,66,348
282135,2,3,66,258
282145,11,3,205,354
282146,2,3,66,363
282191,2,3,66,174
282215,2,3,66,442
282219,2,3,66,174
282274,13,1,46,157
282284,2,3,66,174
282331,2,3,66,448
282346,2,3,66,442
282347,2,3,29,194
282353,2,3,66,318
282363,2,3,205,155
282383,2,3,66,198
282400,2,3,66,363
282435,2,3,66,356
282436,2,3,66,314
282444,2,3,148,328
282452,2,3,66,363
282456,2,3,0,282
282458,2,3,66,363
282467,2,3,66,311
282471,2,3,66,321
282486,2,3,66,149
282508,2,3,66,226
282521,2,3,181,238
282523,2,3,66,442
282529,2,3,66,448
282541,2,3,66,184
282572,21,1,141,14
282590,2,3,66,288
282611,17,1,133,15
282620,34,3,205,135
282678,2,3,66,174
282767,2,3,66,348
282807,25,2,23,67
282838,2,3,66,442
282852,2,3,66,174
282855,2,3,66,174
282859,27,2,167,47
282882,2,3,66,318
282883,2,3,66,462
282892,11,3,205,385
282893,2,3,66,442
282906,2,3,66,220
282911,2,3,12,790
282917,2,3,66,318
282927,37,1,69,650|987
282943,11,3,205,135
282969,34,3,205,135
282978,2,3,66,435
282982,2,3,66,174
282986,2,3,66,448
283001,2,3,66,174
283025,2,3,66,442
283045,2,3,66,256
283106,2,3,66,174
283107,2,3,66,337
283127,2,3,80,39
283159,2,3,66,174
283175,2,3,66,174
283178,11,3,205,354
283208,2,3,66,442
283213,2,3,66,442
283238,2,3,66,348
283244,2,3,66,356
283250,2,3,66,462
283279,2,3,66,174
283309,2,3,66,462
283316,2,3,66,337
283319,2,3,66,220
283340,2,3,66,403
283343,2,3,66|231,68|363
283383,2,3,66,363
283394,11,3,205,354
283405,2,3,1,395
283440,2,3,66,174
283455,11,3,205,385
283457,34,3,205,135
283458,2,3,66,356
283459,2,3,149,290
283478,2,3,66,174
283492,2,3,66,153
283529,11,3,205,385
283579,2,3,66,331
283585,2,3,130,759
283597,2,3,66,258
283621,2,3,66,174
283645,2,3,230,395
283649,13,1,46,347
283664,2,3,66,337
283671,2,3,66,174
283690,2,3,66,196
283719,2,3,66,462
283723,2,3,66,348
283726,2,3,66,174
283727,2,3,66,293
283729,2,3,66,337
283739,11,3,205,135
283759,2,3,66,189
283764,2,3,66,351
283793,11,3,205,135
283795,2,3,66,258
283805,2,3,66,174
283832,2,3,66,403
283873,37,1,69,666
283893,37,1,69,561
283901,2,3,66,462
283916,37,1,69,753
283941,2,3,66,311
284013,2,3,215,646
284021,11,3,205,135|354
284091,2,3,66,348
284109,2,3,66,363
284157,2,3,66,184
284171,2,3,55,32
284173,2,3,66,220
284192,2,3,66,348
284214,2,3,66,226
284224,37,1,69,585|675
284325,2,3,66,467
284333,2,3,66,311
284377,2,3,66,467
284479,2,3,66,174
284480,2,3,66,220
284498,2,3,66,149
284501,2,3,66,363
284503,30,4,195,597
284506,2,3,66,403
284544,2,3,66,442
284554,26,0,215,646
284565,2,3,66,321
284566,2,3,66,220
284573,34,3,205,354
284582,2,3,66,442
284593,2,3,66,471
284599,2,3,215,646
284659,2,3,66,174
284661,2,3,66,220
284686,2,3,66,348
284707,11,3,1,309
284711,2,3,66,153
284749,2,3,66,174
284792,2,3,66,143
284795,2,3,66,467
284860,2,3,66,258
284888,2,3,66,348
284899,2,3,218,26
284910,2,3,66,337
284916,2,3,179,410
284929,2,3,66,174
284983,2,3,66,311
284999,2,3,154,535
285001,2,3,223,38
285029,34,3,66|205,135|325
285033,2,3,66,467
285041,11,3,205,155
285051,2,3,66,448
285098,34,3,205,354
285109,2,3,66,335
285113,2,3,66,448
285115,2,3,66,311
285127,34,3,205,155
285146,11,3,205,385
285158,2,3,66,325
285210,2,3,148,311
285214,2,3,66,256
285233,34,3,205,339
285255,2,3,66,448
285266,34,3,205,354
285270,2,3,154,196
285289,2,3,66,174
285312,2,3,66,174
285318,2,3,66,220
285323,2,3,66,174
285332,2,3,66,346
285349,2,3,66,174
285360,2,3,66,447
285375,34,3,66,346
285386,34,3,205,354
285389,34,3,205,354
285403,34,3,205,354
285413,34,3,205,135
285420,34,3,66,246
285433,2,3,66,447
285445,2,3,66,442
285465,2,3,66,311
285499,2,3,66,198
285500,11,3,205,135
285507,34,3,46,157
285510,2,3,66,174
285555,34,3,205,135
285560,2,3,66,348
285570,2,3,66,333
285588,2,3,66,337
285592,2,3,136,792
285601,34,3,205,135
285628,2,3,66,258
285634,34,3,205,155
285636,2,3,66,322
285637,2,3,66,174
285641,34,3,205,354
285669,34,3,205,354
285670,11,3,205,135
285672,2,3,66,288
285699,2,3,66,174
285705,11,3,205,155
285707,34,3,205,354
285711,2,3,66,174
285723,11,3,205,155
285726,2,3,66,442
285727,2,3,66,331
285741,2,3,66,294
285747,2,3,66,174
285753,2,3,66,220
285761,2,3,198,408
285776,2,3,66,256
285779,34,3,205,354
285804,34,3,205,354
285822,2,3,66,153
285829,2,3,66,348
285834,11,3,66,226
285856,2,3,66,348
285861,2,3,66,174
285875,2,3,58,50
285893,2,3,66,314
285916,2,3,66,174
285919,34,3,205,155
285931,34,3,205,135
285935,2,3,66,174
285952,2,3,66,174|435
285981,11,3,205,354
285991,2,3,66,348
286000,2,3,68,335
286002,11,3,205,354
286020,2,3,66,318
286022,2,3,66,220
286037,2,3,66,174
286071,2,3,66,467
286092,11,3,205,135
286113,2,3,66,153
286129,2,3,66,351
286206,11,3,205,385
286207,2,3,66,363
286273,2,3,66,189
286310,34,3,205,354
286328,34,3,205,354
286335,11,3,205,344
286367,2,3,66,474
286399,2,3,66,174
286402,2,3,66,318
286428,2,3,66,143
286429,2,3,66,294
286445,2,3,66,174
286446,2,3,66,314
286451,2,3,66,174
286472,34,3,205,411
286479,34,3,205,135
286504,2,3,66,174
286512,2,3,66,174
286543,2,3,66,220
286565,11,3,205,155
286613,2,3,66,337|471
286636,2,3,205,354
286643,34,3,205,135
286651,2,3,231,81
286658,2,3,66,174
286660,2,3,66,220
286668,11,3,205,155
286672,2,3,66,318
286731,11,3,205,155
286759,37,1,69,813
286783,37,1,69,802
286784,10,0,182,416
286786,17,1,180,48
286801,37,1,69,639
286822,2,3,66,174|220
286823,2,3,23,48
286827,2,3,66,462
286837,10,0,182,416
286841,34,3,205,354
286868,37,1,69,642
286881,2,3,66,363
286887,2,3,198,153
286910,2,3,66,363
286915,34,3,205,354
286919,11,3,205,135
286928,2,3,66,174
286934,34,3,205,155
286937,2,3,66,189
286947,2,3,66,331
286950,11,3,205,354
286958,34,3,205,155
286967,2,3,66,325
286974,34,3,205,155
287033,2,3,66,322
287077,2,3,66,340
287090,8,4,77,344
287127,8,4,77,344|871
287129,37,1,69,627
287144,2,3,66,351
287148,34,3,66,314
287164,24,2,3,50
287176,37,1,69,844
287194,11,3,205,135
287199,2,3,66,174
287269,2,3,66,288
287302,2,3,24,88
287310,8,4,77,871
287313,37,1,69,939
287322,24,2,3,60
287348,13,1,46,172
287350,13,1,46,347
287358,13,1,46,244|398
287359,24,2,3,65
287385,2,3,66,174
287393,2,3,32,583
287440,26,0,215,817
287467,2,3,66,311
287473,37,1,222,0
287500,24,2,3,50
287506,24,2,3,64
287517,30,4,195,991
287542,27,2,167,51
287559,31,2,50,528
287586,13,1,46,172
287615,2,3,66,348
287621,11,3,205,354
287625,11,3,205,155
287646,2,3,66,314
287671,2,3,66,220
287676,2,3,66,467
287697,2,3,66,442
287708,22,2,0,178
287712,13,1,46,244
287731,13,1,46,347
287746,11,3,205,135
287749,2,3,66,220
287764,11,3,205,354
287787,2,3,66,174
287789,34,3,205,155
287804,2,3,66,174
287844,2,3,66,311
287851,2,3,66,258
287887,2,3,66,348
287905,2,3,66,189
287914,2,3,66,196
287921,2,3,93,71
287985,11,3,205,354
288012,2,3,66,448
288023,2,3,66,337
288032,2,3,66,174
288047,11,3,205,385
288048,2,3,205,354
288049,11,3,205,135
288067,2,3,66,348
288094,17,1,133,17
288098,37,1,55,311
288113,24,2,70,47|87
288132,13,1,46,172
288144,2,3,66,311
288145,2,3,66,153
288175,2,3,66,363
288198,2,3,66,351
288202,2,3,218,17
288212,2,3,66,467
288220,34,3,205,354
288230,2,3,66,220
288234,34,3,205,135
288261,2,3,66,346
288266,11,3,205,354
288269,34,3,205,135
288279,2,3,66,174
288288,2,3,66,174
288293,2,3,66,174
288343,24,2,3,49
288346,37,1,69,1002
288352,2,3,130,759
288377,24,2,3,50
288385,2,3,66,174
288388,37,1,69,923
288409,13,1,46,336
288410,27,2,167,44
288414,2,3,66,442
288432,2,3,68,335
288470,2,3,66,442
288480,2,3,66,363
288492,2,3,3,50
288525,2,3,66,174
288559,2,3,66,321
288581,34,3,205,155
288609,30,4,195,991
288625,2,3,66,337
288650,2,3,66,363
288654,30,4,195,548
288685,8,4,77,824
288688,2,3,66,467
288690,2,3,205,135
288692,2,3,66,288
288698,8,4,77,977
288709,2,3,215,646
288738,2,3,66,448
288746,2,3,131,322
288752,2,3,66,258
288754,2,3,66,348
288756,2,3,66,462
288757,2,3,66,258
288781,11,3,205,354
288788,2,3,215,872
288829,2,3,66,462
288840,11,3,205,343
288865,8,4,77,824
288877,13,1,46,244
288886,11,3,205,155
288906,2,3,0,147
288911,37,1,69,735
288929,8,4,77,824
288936,8,4,77,977
288939,37,1,85,483
288943,2,3,198,408
288950,24,2,66,246
288983,2,3,3,49
289000,2,3,66,348
289025,2,3,66,254
289049,2,3,66,348
289076,2,3,66,184
289091,2,3,66,363
289101,2,3,66,174
289117,2,3,66,314
289120,2,3,66,442
289136,2,3,66,462
289139,2,3,66,153
289163,2,3,66,174
289167,2,3,66,174
289169,2,3,66,348
289178,11,3,202,420
289180,2,3,112,874
289181,2,3,66,348
289182,2,3,66,340
289189,2,3,46,412
289193,2,3,66,174
289228,2,3,80,38
289243,2,3,231,81
289275,2,3,66,337
289302,2,3,66,258
289310,8,4,77,824
289317,2,3,66,462
289321,8,4,77,871
289323,2,3,66,174
289324,11,3,205,155
289331,2,3,66,174
289335,23,1,1,318
289350,2,3,0,317|463
289363,26,0,215,780
289366,2,3,66,471
289383,2,3,66,442
289400,2,3,66,174
289407,2,3,66,220
289410,34,3,205,155
289420,2,3,66,220
289438,2,3,66,462
289449,2,3,66,174
289502,2,3,66,174
289535,34,3,205,354
289541,2,3,66,348
289556,11,3,205,135
289575,2,3,66,448
289609,2,3,66,346
289627,2,3,66,348|442
289639,2,3,66,246
289655,2,3,66,348
289658,34,3,205,344
289670,34,3,205,155
289735,2,3,66,226
289764,2,3,66,321
289770,2,3,66,346
289782,2,3,66,311
289801,2,3,66,447
289806,2,3,66,442
289826,2,3,66,220
289837,34,3,205,354
289882,2,3,66,447
289906,37,1,69,998
289907,17,1,133,15
289913,2,3,66,348
289918,37,1,69,695
289941,2,3,66,149
289954,11,3,205,354
289955,37,1,69,826
289977,2,3,66,174
290026,2,3,66,442
290047,2,3,119,0
290048,2,3,66,293
290050,2,3,66,363
290067,2,3,66,174
290080,2,3,66,174
290101,2,3,66,462
290105,34,3,205,155
290106,2,3,66,348
290129,2,3,66,348
290149,34,3,205,135
290164,2,3,66,442
290211,2,3,66,220
290219,2,3,50,772
290248,2,3,66,448
290252,2,3,66,174
290256,37,1,66,322
290258,2,3,66,149
290280,2,3,66,174
290293,2,3,66,471
290308,11,3,205,135
290311,2,3,115,732
290329,11,3,29,194
290353,2,3,194,38
290433,34,3,205,155
290450,2,3,66,174
290452,2,3,66,471
290459,2,3,66,351
290465,2,3,66,174
290474,2,3,66,331
290485,11,3,205,385
290487,11,3,205,135|155
290490,2,3,66,174
290495,2,3,66,226|311
290503,34,3,205,354
290504,34,3,205,354
290557,11,3,205,135
290577,13,1,46,172
290618,2,3,66,174
290698,34,3,205,155
290712,34,3,205,135
290715,2,3,66,351
290725,2,3,0|66,147|275|311
290736,11,3,205,354
290749,34,3,205,135
290835,11,3,205,312
290853,2,3,39,0
290870,2,3,66,348
290883,17,1,133,20
290886,17,1,133,16
290903,2,3,55,311
290912,2,3,66,226
290927,11,3,205,385
290941,2,3,66,174
290958,11,3,205,354
290966,2,3,70,47
291035,2,3,66,153
291037,2,3,66,462
291069,2,3,76,214
291087,2,3,66,220
291088,2,3,66,442
291101,10,0,182,316
291114,2,3,154,599
291119,37,1,69,682
291133,30,4,195,548
291152,2,3,66,220
291172,2,3,66,442
291180,2,3,66,189
291186,23,1,1,187
291191,2,3,66,220
291204,37,1,69,826|1005
291210,2,3,66,348
291240,37,1,69,694
291301,34,3,205,354
291303,2,3,66,184
291305,2,3,66,220
291315,2,3,130,759
291322,2,3,66,435
291345,2,3,66,442
291356,34,3,205,155
291364,17,1,133,12
291365,37,1,69,665
291392,2,3,235,13
291394,2,3,66,333
291428,2,3,66,226
291437,2,3,66,346
291477,2,3,66,462
291487,34,3,205,135
291513,2,3,225,0
291519,2,3,66,174
291528,34,3,205,385
291530,11,3,205,385
291534,37,1,69,574
291537,2,3,66,153
291557,2,3,66,346
291568,13,1,46,347
291591,2,3,66,337
291592,2,3,66,462
291593,2,3,66,331|462
291607,2,3,66,220
291621,23,1,1,395
291625,2,3,66,196
291631,37,1,69,912
291656,24,2,3,46
291678,2,3,66,337
291717,2,3,66,174
291779,2,3,66,348
291782,13,1,46,157
291796,2,3,66,174
291805,2,3,66,448
291813,2,3,66,220
291824,2,3,66,311
291866,2,3,66,189
291880,2,3,30,11
291909,2,3,66,351
291926,24,2,202,265
291931,37,1,69,750
291932,37,1,69,727
291942,2,3,103,45
291959,2,3,66,220
291982,2,3,66,462
292002,17,1,63,229
292017,2,3,66,184
292018,2,3,66,337
292029,37,1,182,376
292037,25,2,23,48
292064,2,3,66,442
292065,23,1,1,143
292090,37,1,69,574
292120,2,3,66,363
292130,13,1,62,135
292144,34,3,205,155
292149,2,3,66,153
292165,2,3,66,363
292189,2,3,66,447
292203,2,3,66,392
292215,2,3,119,0
292224,2,3,66,314
292235,34,3,205,354
292336,2,3,66,220
292339,2,3,154,577
292342,23,1,1,318
292343,2,3,93,71
292359,2,3,66,351
292377,9,1,32,583
292382,11,3,205,385
292383,13,1,46,244
292394,37,1,69,1005
292406,37,1,69,665
292419,37,1,69,558
292511,34,3,205,385
292526,2,3,66,356
292536,2,3,66,351
292542,2,3,66,311
292543,2,3,77,824
292550,11,3,205,135
292596,17,1,133,12
292611,2,3,66,462
292617,34,3,205,354
292643,2,3,66,442
292655,34,3,66|205,411|442
292670,11,3,205,343
292693,2,3,66,442
292739,2,3,30,11
292769,2,3,66,348
292774,2,3,66,351
292778,37,1,69,596
292805,11,3,205,354
292809,24,2,3,50
292812,25,2,23,48
292832,2,3,66,174|184
292853,2,3,66,442
292873,13,1,46,172
292881,2,3,66,442
292895,2,3,66,442
292940,37,1,69,639
292973,37,1,69,772
292984,35,2,70,47
292987,2,3,66,403
292992,2,3,66,258
292997,2,3,66,435
292999,2,3,66,351
293033,2,3,66,311
293058,2,3,66,315
293070,2,3,66,174
293074,2,3,66,311
293090,2,3,66,348
293114,2,3,66,348
293134,2,3,66,348
293203,2,3,66,174
293205,2,3,215,646
293238,2,3,66,314
293240,37,1,69,844
293265,2,3,66,174|220|448
293267,2,3,66,184|442
293307,2,3,66,351
293326,37,1,69,596|900
293349,37,1,69,991
293358,29,1,52,40
293361,2,3,115,957
293378,37,1,1,229
293381,37,1,69,1002
293417,17,1,133,20
293435,2,3,66,220
293475,2,3,66,442
293477,34,3,205,354
293496,2,3,66,226
293501,2,3,66,174
293514,2,3,66,337
293522,2,3,66,220
293531,18,2,119,0
293543,2,3,154,196
293550,2,3,66,143
293555,2,3,103,45
293564,2,3,66,311|314
293584,2,3,66,462
293591,2,3,66,258
293609,11,3,205,312
293619,25,2,23,48
293627,37,1,69,747
293672,17,1,133,20
293673,2,3,57,342
293683,2,3,66,340
293699,2,3,66,442
293706,2,3,66,348
293760,2,3,66,348
293766,34,3,205,354
293774,2,3,198,208
293795,11,3,205,155
293803,2,3,66,462
293899,11,3,205,155
293900,37,1,69,639
293926,24,2,3,64
293934,2,3,66,335
293945,2,3,85,235
293976,2,3,66,448
293980,2,3,66,337
293993,2,3,93,71
294011,2,3,66,447
294016,2,3,12,790
294038,2,3,66,311
294042,2,3,66,348
294060,2,3,71,0
294065,2,3,66,447
294070,2,3,182,416
294129,2,3,66,174
294131,2,3,66,442
294149,2,3,66,447
294158,2,3,66,348
294171,13,1,46,347
294176,8,4,77,824
294180,2,3,1,318
294195,2,3,66,174
294201,2,3,66,348
294213,37,1,69,811
294216,2,3,66,311
294218,37,1,69,879
294226,2,3,66,448
294239,37,1,69,558
294245,34,3,205,367
294261,11,3,205,354
294263,37,1,69,674|761|904
294269,37,1,23,48
294288,2,3,190,133
294303,2,3,66,258
294319,34,3,205,385
294333,13,1,46,172
294343,2,3,66,174
294390,34,3,205,354
294398,34,3,205,385
294399,2,3,198,208
294404,2,3,66,348
294409,34,3,205,135
294435,11,3,205,354
294445,34,3,205,155
294451,2,3,66,322
294464,2,3,149,290
294500,34,3,205,354
294502,2,3,66,331
294503,2,3,66,294
294516,2,3,230,395
294537,37,1,69,695
294560,24,2,3,40
294564,2,3,66,356
294566,13,1,46,172
294587,34,3,205,354
294593,13,1,46,172
